Source,Date,kwh
consumer_device_10_data_user_11,2024-08-23,0.9100710961666648
consumer_device_10_data_user_11,2024-08-24,4.100537715333329
consumer_device_10_data_user_11,2024-08-25,8.045909893499996
consumer_device_10_data_user_11,2024-08-26,6.381934470583326
consumer_device_10_data_user_11,2024-08-27,6.605999358166659
consumer_device_10_data_user_11,2024-08-28,7.390765210249992
consumer_device_10_data_user_11,2024-08-29,12.061685173833324
consumer_device_10_data_user_11,2024-08-30,18.212438381166656
consumer_device_10_data_user_11,2024-08-31,9.913591055666659
consumer_device_10_data_user_11,2024-09-01,5.694237162083328
consumer_device_10_data_user_11,2024-09-02,3.2149084773333323
consumer_device_10_data_user_11,2024-09-03,8.30384428233333
consumer_device_10_data_user_11,2024-09-04,22.411006807499987
consumer_device_10_data_user_11,2024-09-05,22.822854394916654
consumer_device_10_data_user_11,2024-09-06,17.187023636083325
consumer_device_10_data_user_11,2024-09-07,8.51074372874999
consumer_device_10_data_user_11,2024-09-08,5.240716584249994
consumer_device_10_data_user_11,2024-09-09,12.402246687833326
consumer_device_10_data_user_11,2024-09-10,7.534853953333327
consumer_device_10_data_user_11,2024-09-11,12.42239570449999
consumer_device_10_data_user_11,2024-09-12,18.547150819916656
consumer_device_10_data_user_11,2024-09-13,20.25310929049999
consumer_device_10_data_user_11,2024-09-14,23.228200222916655
consumer_device_10_data_user_11,2024-09-15,21.46323228324999
consumer_device_10_data_user_11,2024-09-16,21.063499341499988
consumer_device_10_data_user_11,2024-09-17,17.02098264949999
consumer_device_10_data_user_11,2024-09-18,12.85200416299999
consumer_device_10_data_user_11,2024-09-19,14.926514788333323
consumer_device_10_data_user_11,2024-09-20,10.841137714749992
consumer_device_10_data_user_11,2024-09-21,7.106210344999997
consumer_device_10_data_user_11,2024-09-22,12.285048296416656
consumer_device_10_data_user_11,2024-09-23,14.120489413249986
consumer_device_10_data_user_12,2024-07-22,0.6059171343333308
consumer_device_10_data_user_12,2024-07-23,1.2380513912499926
consumer_device_10_data_user_12,2024-07-24,0.8653422305833247
consumer_device_10_data_user_12,2024-07-25,0.4649302450833235
consumer_device_10_data_user_12,2024-07-26,0.0
consumer_device_10_data_user_12,2024-07-27,0.0
consumer_device_10_data_user_12,2024-07-28,0.30954247583332706
consumer_device_10_data_user_12,2024-07-29,0.0017337558333333
consumer_device_10_data_user_12,2024-07-30,0.1590598302499992
consumer_device_10_data_user_12,2024-07-31,0.13176174191666562
consumer_device_10_data_user_12,2024-08-01,0.0
consumer_device_10_data_user_12,2024-08-02,0.0084303681666661
consumer_device_10_data_user_12,2024-08-03,0.0
consumer_device_10_data_user_12,2024-08-04,0.0
consumer_device_10_data_user_12,2024-08-05,0.0
consumer_device_10_data_user_12,2024-08-06,0.0
consumer_device_10_data_user_12,2024-08-07,0.0
consumer_device_10_data_user_12,2024-08-08,0.0
consumer_device_10_data_user_12,2024-08-09,0.0
consumer_device_10_data_user_12,2024-08-10,0.0982050754166651
consumer_device_10_data_user_12,2024-08-11,0.00033990625
consumer_device_10_data_user_12,2024-08-12,0.00270253
consumer_device_10_data_user_12,2024-08-13,0.0018155158333333001
consumer_device_10_data_user_12,2024-08-14,0.0037532194999996
consumer_device_10_data_user_12,2024-08-15,0.2884674424999998
consumer_device_10_data_user_12,2024-08-16,0.1472131449166625
consumer_device_10_data_user_12,2024-08-17,0.5778754328333329
consumer_device_10_data_user_12,2024-08-18,0.1981165462499985
consumer_device_10_data_user_12,2024-08-19,1.824551533749999
consumer_device_10_data_user_12,2024-08-20,11.57426992458333
consumer_device_10_data_user_12,2024-08-21,0.0
consumer_device_10_data_user_12,2024-08-22,0.0
consumer_device_10_data_user_12,2024-08-23,0.5173989544999992
consumer_device_10_data_user_12,2024-08-24,0.0035753309999999
consumer_device_10_data_user_12,2024-08-25,0.010662709416665667
consumer_device_10_data_user_12,2024-08-26,0.0006465026666665
consumer_device_10_data_user_12,2024-08-27,0.0037067375833328
consumer_device_10_data_user_12,2024-08-28,0.0211071980833322
consumer_device_10_data_user_12,2024-08-29,0.0318000850833307
consumer_device_10_data_user_12,2024-08-30,0.027327270666664665
consumer_device_10_data_user_12,2024-08-31,0.04484785391666437
consumer_device_10_data_user_12,2024-09-01,0.006519415166666066
consumer_device_10_data_user_12,2024-09-02,0.0030396600833332
consumer_device_10_data_user_12,2024-09-03,0.004204481666666433
consumer_device_10_data_user_12,2024-09-04,0.000110343
consumer_device_10_data_user_12,2024-09-05,0.007056611666665733
consumer_device_10_data_user_12,2024-09-06,0.0007657593333333333
consumer_device_10_data_user_12,2024-09-07,0.023495193333330968
consumer_device_10_data_user_12,2024-09-08,0.0013114521666664
consumer_device_10_data_user_12,2024-09-09,0.013510789583332
consumer_device_10_data_user_12,2024-09-10,0.007816998916666
consumer_device_10_data_user_12,2024-09-11,0.0150881683333322
consumer_device_10_data_user_12,2024-09-12,0.0005219448333331667
consumer_device_10_data_user_12,2024-09-13,0.018658581749998432
consumer_device_10_data_user_12,2024-09-14,0.004908337916666066
consumer_device_10_data_user_12,2024-09-15,0.029022670083331467
consumer_device_10_data_user_12,2024-09-16,0.005251326916666267
consumer_device_10_data_user_12,2024-09-17,0.007221046583333067
consumer_device_10_data_user_12,2024-09-18,0.030290248666664698
consumer_device_10_data_user_12,2024-09-19,0.027350192999997965
consumer_device_10_data_user_12,2024-09-20,0.0047910851666661
consumer_device_10_data_user_12,2024-09-21,0.0244291859166651
consumer_device_10_data_user_12,2024-09-22,0.035011729999998166
consumer_device_10_data_user_12,2024-09-23,0.0018242612499998999
consumer_device_10_data_user_13,2024-07-22,0.5380649662499976
consumer_device_10_data_user_13,2024-07-23,0.6395091516666588
consumer_device_10_data_user_13,2024-07-24,1.258571639499992
consumer_device_10_data_user_13,2024-07-25,1.727011782583324
consumer_device_10_data_user_13,2024-07-26,0.0
consumer_device_10_data_user_13,2024-07-27,0.0
consumer_device_10_data_user_13,2024-07-28,1.9326093238333257
consumer_device_10_data_user_13,2024-07-29,0.0129984346666665
consumer_device_10_data_user_13,2024-07-30,0.1213277699999989
consumer_device_10_data_user_13,2024-07-31,0.4366221027499977
consumer_device_10_data_user_13,2024-08-01,0.0
consumer_device_10_data_user_13,2024-08-02,0.1798645271666662
consumer_device_10_data_user_13,2024-08-03,0.0
consumer_device_10_data_user_13,2024-08-04,0.0
consumer_device_10_data_user_13,2024-08-05,0.0
consumer_device_10_data_user_13,2024-08-06,0.0
consumer_device_10_data_user_13,2024-08-07,0.0
consumer_device_10_data_user_13,2024-08-08,0.0
consumer_device_10_data_user_13,2024-08-09,0.0
consumer_device_10_data_user_13,2024-08-10,0.2422764496666654
consumer_device_10_data_user_13,2024-08-11,0.013699516666666599
consumer_device_10_data_user_13,2024-08-12,0.0095370788333331
consumer_device_10_data_user_13,2024-08-13,0.012077424916666501
consumer_device_10_data_user_13,2024-08-14,0.1846219376666663
consumer_device_10_data_user_13,2024-08-15,0.030426130999999898
consumer_device_10_data_user_13,2024-08-16,2.7924329799999956
consumer_device_10_data_user_13,2024-08-17,0.0019526173333331
consumer_device_10_data_user_13,2024-08-18,0.2849768531666655
consumer_device_10_data_user_13,2024-08-19,0.0458449236666651
consumer_device_10_data_user_13,2024-08-20,0.1023831227499967
consumer_device_10_data_user_13,2024-08-21,0.0
consumer_device_10_data_user_13,2024-08-22,0.0
consumer_device_10_data_user_13,2024-08-23,0.310387515083331
consumer_device_10_data_user_13,2024-08-24,0.7855349547499973
consumer_device_10_data_user_13,2024-08-25,0.0364715386666642
consumer_device_10_data_user_13,2024-08-26,0.010995698166665867
consumer_device_10_data_user_13,2024-08-27,2.102917946916659
consumer_device_10_data_user_13,2024-08-28,0.058482558166664665
consumer_device_10_data_user_13,2024-08-29,0.05720674391666463
consumer_device_10_data_user_13,2024-08-30,0.0628465033333289
consumer_device_10_data_user_13,2024-08-31,0.015736258499998667
consumer_device_10_data_user_13,2024-09-01,0.010774207416666
consumer_device_10_data_user_13,2024-09-02,0.0078703254999996
consumer_device_10_data_user_13,2024-09-03,0.06362957816666433
consumer_device_10_data_user_13,2024-09-04,0.23065518274999752
consumer_device_10_data_user_13,2024-09-05,2.067352687333327
consumer_device_10_data_user_13,2024-09-06,0.4111062327499947
consumer_device_10_data_user_13,2024-09-07,0.031235782999998067
consumer_device_10_data_user_13,2024-09-08,0.068114444416665
consumer_device_10_data_user_13,2024-09-09,3.9992116689166584
consumer_device_10_data_user_13,2024-09-10,0.16077037399999516
consumer_device_10_data_user_13,2024-09-11,0.1726585317499952
consumer_device_10_data_user_13,2024-09-12,0.15250077591665967
consumer_device_10_data_user_13,2024-09-13,1.0133646952499908
consumer_device_10_data_user_13,2024-09-14,0.11004625724999527
consumer_device_10_data_user_13,2024-09-15,1.8900326293333294
consumer_device_10_data_user_13,2024-09-16,1.909363628166658
consumer_device_10_data_user_13,2024-09-17,0.3366193935833273
consumer_device_10_data_user_13,2024-09-18,0.40799692933333004
consumer_device_10_data_user_13,2024-09-19,2.1982652996666587
consumer_device_10_data_user_13,2024-09-20,3.082595642416658
consumer_device_10_data_user_13,2024-09-21,0.0929836794166648
consumer_device_10_data_user_13,2024-09-22,0.05873230699999467
consumer_device_10_data_user_13,2024-09-23,0.048129236999997334
consumer_device_10_data_user_14,2024-07-22,1.6186395117499977
consumer_device_10_data_user_14,2024-07-23,7.076310005583325
consumer_device_10_data_user_14,2024-07-24,5.236109152916658
consumer_device_10_data_user_14,2024-07-25,6.162510717083322
consumer_device_10_data_user_14,2024-07-26,0.0
consumer_device_10_data_user_14,2024-07-27,0.0
consumer_device_10_data_user_14,2024-07-28,1.965365633749994
consumer_device_10_data_user_14,2024-07-29,0.022811204999999897
consumer_device_10_data_user_14,2024-07-30,0.1945608894166657
consumer_device_10_data_user_14,2024-07-31,0.20603668658333169
consumer_device_10_data_user_14,2024-08-01,0.0
consumer_device_10_data_user_14,2024-08-02,0.2443365258333329
consumer_device_10_data_user_14,2024-08-03,0.0
consumer_device_10_data_user_14,2024-08-04,0.0
consumer_device_10_data_user_14,2024-08-05,0.0
consumer_device_10_data_user_14,2024-08-06,0.0
consumer_device_10_data_user_14,2024-08-07,0.0
consumer_device_10_data_user_14,2024-08-08,0.0
consumer_device_10_data_user_14,2024-08-09,0.0
consumer_device_10_data_user_14,2024-08-10,1.2666117828333316
consumer_device_10_data_user_14,2024-08-11,0.0370182510833332
consumer_device_10_data_user_14,2024-08-12,0.0270444102499999
consumer_device_10_data_user_14,2024-08-13,0.1038772514999999
consumer_device_10_data_user_14,2024-08-14,0.2009179317499998
consumer_device_10_data_user_14,2024-08-15,0.5017617023333328
consumer_device_10_data_user_14,2024-08-16,2.023773461749995
consumer_device_10_data_user_14,2024-08-17,0.0494743161666664
consumer_device_10_data_user_14,2024-08-18,0.0783634131666651
consumer_device_10_data_user_14,2024-08-19,0.0372685100833324
consumer_device_10_data_user_14,2024-08-20,1.8185358749999962
consumer_device_10_data_user_14,2024-08-21,0.0
consumer_device_10_data_user_14,2024-08-22,0.0
consumer_device_10_data_user_14,2024-08-23,0.6896192942499982
consumer_device_10_data_user_14,2024-08-24,0.9358720004999965
consumer_device_10_data_user_14,2024-08-25,1.4969007546666622
consumer_device_10_data_user_14,2024-08-26,2.917341716166659
consumer_device_10_data_user_14,2024-08-27,1.6186410043333261
consumer_device_10_data_user_14,2024-08-28,5.152272566333323
consumer_device_10_data_user_14,2024-08-29,1.7224167117499907
consumer_device_10_data_user_14,2024-08-30,3.104992025833324
consumer_device_10_data_user_14,2024-08-31,1.565615343666659
consumer_device_10_data_user_14,2024-09-01,1.7549785424999955
consumer_device_10_data_user_14,2024-09-02,0.8168008850833313
consumer_device_10_data_user_14,2024-09-03,2.56937005533333
consumer_device_10_data_user_14,2024-09-04,5.606688680666653
consumer_device_10_data_user_14,2024-09-05,5.611225896333322
consumer_device_10_data_user_14,2024-09-06,5.218458121083322
consumer_device_10_data_user_14,2024-09-07,2.5932053593333246
consumer_device_10_data_user_14,2024-09-08,0.6841183323333277
consumer_device_10_data_user_14,2024-09-09,2.1830393860833266
consumer_device_10_data_user_14,2024-09-10,4.9598268328333255
consumer_device_10_data_user_14,2024-09-11,3.312621252249989
consumer_device_10_data_user_14,2024-09-12,5.653538800833322
consumer_device_10_data_user_14,2024-09-13,7.978957615166654
consumer_device_10_data_user_14,2024-09-14,4.317952207416655
consumer_device_10_data_user_14,2024-09-15,5.142513265249988
consumer_device_10_data_user_14,2024-09-16,5.901047121749989
consumer_device_10_data_user_14,2024-09-17,6.864481793166656
consumer_device_10_data_user_14,2024-09-18,6.738769434666656
consumer_device_10_data_user_14,2024-09-19,3.8444642279166548
consumer_device_10_data_user_14,2024-09-20,4.616849927583323
consumer_device_10_data_user_14,2024-09-21,0.8307823265833308
consumer_device_10_data_user_14,2024-09-22,3.7111955912499894
consumer_device_10_data_user_14,2024-09-23,5.002920290916655
consumer_device_10_data_user_15,2024-07-22,0.6886067535833312
consumer_device_10_data_user_15,2024-07-23,7.764490132666659
consumer_device_10_data_user_15,2024-07-24,8.589429275999994
consumer_device_10_data_user_15,2024-07-25,10.387527397916656
consumer_device_10_data_user_15,2024-07-26,0.0
consumer_device_10_data_user_15,2024-07-27,0.0
consumer_device_10_data_user_15,2024-07-28,0.707949416916661
consumer_device_10_data_user_15,2024-07-29,0.0010913926666666
consumer_device_10_data_user_15,2024-07-30,0.24595913433333239
consumer_device_10_data_user_15,2024-07-31,0.0980230462499985
consumer_device_10_data_user_15,2024-08-01,0.0
consumer_device_10_data_user_15,2024-08-02,0.4091198670833327
consumer_device_10_data_user_15,2024-08-03,0.0
consumer_device_10_data_user_15,2024-08-04,0.0
consumer_device_10_data_user_15,2024-08-05,0.0
consumer_device_10_data_user_15,2024-08-06,0.0
consumer_device_10_data_user_15,2024-08-07,0.0
consumer_device_10_data_user_15,2024-08-08,0.0
consumer_device_10_data_user_15,2024-08-09,0.0
consumer_device_10_data_user_15,2024-08-10,2.153418426749998
consumer_device_10_data_user_15,2024-08-11,0.0608262856666666
consumer_device_10_data_user_15,2024-08-12,0.0653145672499999
consumer_device_10_data_user_15,2024-08-13,0.0025411353333332
consumer_device_10_data_user_15,2024-08-14,0.293775261333333
consumer_device_10_data_user_15,2024-08-15,0.5210694981666661
consumer_device_10_data_user_15,2024-08-16,3.658976548083329
consumer_device_10_data_user_15,2024-08-17,0.1081675774166666
consumer_device_10_data_user_15,2024-08-18,0.1262207251666648
consumer_device_10_data_user_15,2024-08-19,0.07049312433333241
consumer_device_10_data_user_15,2024-08-20,3.7413143342499957
consumer_device_10_data_user_15,2024-08-21,0.0
consumer_device_10_data_user_15,2024-08-22,0.0
consumer_device_10_data_user_15,2024-08-23,0.0310359257499973
consumer_device_10_data_user_15,2024-08-24,2.167857904416662
consumer_device_10_data_user_15,2024-08-25,3.115723058666662
consumer_device_10_data_user_15,2024-08-26,2.5045058754166596
consumer_device_10_data_user_15,2024-08-27,5.126592967333327
consumer_device_10_data_user_15,2024-08-28,2.80835729524999
consumer_device_10_data_user_15,2024-08-29,6.743512258999993
consumer_device_10_data_user_15,2024-08-30,9.786482214166657
consumer_device_10_data_user_15,2024-08-31,7.606763697583327
consumer_device_10_data_user_15,2024-09-01,5.670506236083329
consumer_device_10_data_user_15,2024-09-02,1.9608433705833315
consumer_device_10_data_user_15,2024-09-03,5.6040630801666635
consumer_device_10_data_user_15,2024-09-04,11.317726824916654
consumer_device_10_data_user_15,2024-09-05,9.744732311416653
consumer_device_10_data_user_15,2024-09-06,9.594657937416656
consumer_device_10_data_user_15,2024-09-07,3.2688797761666577
consumer_device_10_data_user_15,2024-09-08,3.124739826749995
consumer_device_10_data_user_15,2024-09-09,9.63161416416666
consumer_device_10_data_user_15,2024-09-10,4.842806996999993
consumer_device_10_data_user_15,2024-09-11,4.375818732249991
consumer_device_10_data_user_15,2024-09-12,9.166541006916654
consumer_device_10_data_user_15,2024-09-13,7.581076406833321
consumer_device_10_data_user_15,2024-09-14,11.134761413166656
consumer_device_10_data_user_15,2024-09-15,4.816465834499986
consumer_device_10_data_user_15,2024-09-16,5.492325072999989
consumer_device_10_data_user_15,2024-09-17,5.181406112916656
consumer_device_10_data_user_15,2024-09-18,4.37449752799999
consumer_device_10_data_user_15,2024-09-19,5.240786674416657
consumer_device_10_data_user_15,2024-09-20,4.663053325749991
consumer_device_10_data_user_15,2024-09-21,3.2134625506666645
consumer_device_10_data_user_15,2024-09-22,5.9996266347499905
consumer_device_10_data_user_15,2024-09-23,9.85569725133332
consumer_device_10_data_user_16,2024-07-22,0.0274530370833309
consumer_device_10_data_user_16,2024-07-23,0.1184579769999923
consumer_device_10_data_user_16,2024-07-24,0.14527074541665919
consumer_device_10_data_user_16,2024-07-25,0.147799351416657
consumer_device_10_data_user_16,2024-07-26,0.0
consumer_device_10_data_user_16,2024-07-27,0.0
consumer_device_10_data_user_16,2024-07-28,0.06876463958332617
consumer_device_10_data_user_16,2024-07-29,0.0007798039999999
consumer_device_10_data_user_16,2024-07-30,0.0114505601666654
consumer_device_10_data_user_16,2024-07-31,0.015759079333331132
consumer_device_10_data_user_16,2024-08-01,0.0
consumer_device_10_data_user_16,2024-08-02,0.007824506583333
consumer_device_10_data_user_16,2024-08-03,0.0
consumer_device_10_data_user_16,2024-08-04,0.0
consumer_device_10_data_user_16,2024-08-05,0.0
consumer_device_10_data_user_16,2024-08-06,0.0
consumer_device_10_data_user_16,2024-08-07,0.0
consumer_device_10_data_user_16,2024-08-08,0.0
consumer_device_10_data_user_16,2024-08-09,0.0
consumer_device_10_data_user_16,2024-08-10,0.0201432827499985
consumer_device_10_data_user_16,2024-08-11,0.0007368341666666
consumer_device_10_data_user_16,2024-08-12,0.0015121013333332
consumer_device_10_data_user_16,2024-08-13,0.0017020974999999
consumer_device_10_data_user_16,2024-08-14,0.0054918457499997
consumer_device_10_data_user_16,2024-08-15,0.0107527116666661
consumer_device_10_data_user_16,2024-08-16,0.0779067394166628
consumer_device_10_data_user_16,2024-08-17,0.0043853886666660995
consumer_device_10_data_user_16,2024-08-18,0.016130963833332
consumer_device_10_data_user_16,2024-08-19,0.021139637249998632
consumer_device_10_data_user_16,2024-08-20,0.0357810239999965
consumer_device_10_data_user_16,2024-08-21,0.0
consumer_device_10_data_user_16,2024-08-22,0.0
consumer_device_10_data_user_16,2024-08-23,0.0257795889999981
consumer_device_10_data_user_16,2024-08-24,0.0675923885833301
consumer_device_10_data_user_16,2024-08-25,0.0750143541666636
consumer_device_10_data_user_16,2024-08-26,0.1394421889166604
consumer_device_10_data_user_16,2024-08-27,0.1028936056666608
consumer_device_10_data_user_16,2024-08-28,0.1834379812499899
